USER_ID,ITEM_ID,TIMESTAMP
user_030,noodles,1724716800
user_001,tomato,1724803200
user_001,onion,1724803200
user_001,sugar,1724803200
user_002,salt,1724889600
user_002,pepper,1724889600
user_003,oil,1724976000
user_003,butter,1724976000
user_003,egg,1724976000
user_004,flour,1725062400
user_004,water,1725062400
user_005,juice,1725148800
user_005,soda,1725148800
user_005,beer,1725148800
user_006,wine,1725235200
user_006,chocolate,1725235200
user_007,candy,1725321600
user_007,cookie,1725321600
user_007,cake,1725321600
user_008,pizza,1725408000
user_008,burger,1725408000
user_009,sandwich,1725494400
user_009,salad,1725494400
user_009,soup,1725494400
user_010,cereal,1725580800
user_010,yogurt,1725580800
user_011,honey,1725667200
user_011,jam,1725667200
user_011,sauce,1725667200
user_012,spice,1725753600
user_012,herb,1725753600
user_013,lemon,1725840000
user_013,strawberry,1725840000
user_013,blueberry,1725840000
user_013,pineapple,1725840000
user_014,mango,1725926400
user_014,avocado,1725926400
user_015,spinach,1726012800
user_015,broccoli,1726012800
user_015,corn,1726012800
user_016,bean,1726099200
user_016,pea,1726099200
user_017,mushroom,1726185600
user_017,garlic,1726185600
user_017,ginger,1726185600
user_018,mint,1726272000
user_018,shampoo,1726272000
user_019,soap,1726358400
user_019,toothpaste,1726358400
user_019,tissue,1726358400
user_020,towel,1726444800
user_020,detergent,1726444800
user_021,bleach,1726531200
user_021,cleaner,1726531200
user_021,brush,1726531200
user_022,sponge,1726617600
user_022,plate,1726617600
user_023,cup,1726704000
user_023,bowl,1726704000
user_023,fork,1726704000
user_024,knife,1726790400
user_024,spoon,1726790400
user_025,glass,1726876800
user_025,bottle,1726876800
user_025,bag,1726876800
user_026,box,1726963200
user_026,can,1726963200
user_027,jar,1727049600
user_027,container,1727049600
user_027,fish,1727049600
user_028,potato,1727136000
user_028,carrot,1727136000
user_029,coffee,1727222400
user_029,tea,1727222400
user_029,milk,1727222400
user_030,bread,1727308800
user_030,cheese,1727308800
user_001,apple,1727395200
user_001,banana,1727395200
user_001,orange,1727395200
user_002,grape,1727481600
user_002,chicken,1727481600
user_003,beef,1727568000
user_003,rice,1727568000
user_003,pasta,1727568000
user_004,noodles,1727654400
user_004,tomato,1727654400
user_005,onion,1727740800
user_005,sugar,1727740800
user_005,salt,1727740800
user_006,pepper,1727827200
user_006,oil,1727827200
user_007,butter,1727913600
user_007,egg,1727913600
user_007,flour,1727913600
user_008,water,1728000000
user_008,juice,1728000000
user_009,soda,1728086400
user_009,beer,1728086400
user_009,wine,1728086400
user_010,chocolate,1728172800
user_010,candy,1728172800
user_011,cookie,1728259200
user_011,cake,1728259200
user_011,pizza,1728259200
user_012,burger,1728345600
user_012,sandwich,1728345600
user_013,salad,1728432000
user_013,soup,1728432000
user_013,cereal,1728432000
user_013,yogurt,1728432000
user_014,honey,1728518400
user_014,jam,1728518400
user_015,sauce,1728604800
user_015,spice,1728604800
user_015,herb,1728604800
user_016,lemon,1728691200
user_016,strawberry,1728691200
user_017,blueberry,1728777600
user_017,pineapple,1728777600
user_017,mango,1728777600
user_018,avocado,1728864000
user_018,spinach,1728864000
user_019,broccoli,1728950400
user_019,corn,1728950400
user_019,bean,1728950400
user_020,pea,1729036800
user_020,mushroom,1729036800
user_021,garlic,1729123200
user_021,ginger,1729123200
user_021,mint,1729123200
user_022,shampoo,1729209600
user_022,soap,1729209600
user_023,toothpaste,1729296000
user_023,tissue,1729296000
user_023,towel,1729296000
user_024,detergent,1729382400
user_024,bleach,1729382400
user_025,cleaner,1729468800
user_025,brush,1729468800
user_025,sponge,1729468800
user_026,plate,1729555200
user_026,cup,1729555200
user_027,bowl,1729641600
user_027,fork,1729641600
user_027,knife,1729641600
user_028,spoon,1729728000
user_028,glass,1729728000
user_029,bottle,1729814400
user_029,bag,1729814400
user_029,box,1729814400
user_030,can,1729900800
user_030,jar,1729900800
user_001,container,1729987200
user_001,fish,1729987200
user_001,potato,1729987200
user_002,carrot,1730073600
user_002,coffee,1730073600
user_003,tea,1730160000
user_003,milk,1730160000
user_003,bread,1730160000
user_004,cheese,1730246400
user_004,apple,1730246400
user_005,banana,1730332800
user_005,orange,1730332800
user_005,grape,1730332800
user_006,chicken,1730419200
user_006,beef,1730419200
user_007,rice,1730505600
user_007,pasta,1730505600
user_007,noodles,1730505600
user_008,tomato,1730592000
user_008,onion,1730592000
user_009,sugar,1730678400
user_009,salt,1730678400
user_009,pepper,1730678400
user_010,oil,1730764800
user_010,butter,1730764800
user_011,egg,1730851200
user_011,flour,1730851200
user_011,water,1730851200
user_012,juice,1730937600
user_012,soda,1730937600
user_013,beer,1731024000
user_013,wine,1731024000
user_013,chocolate,1731024000
user_013,candy,1731024000
user_014,cookie,1731110400
user_014,cake,1731110400
user_015,pizza,1731196800
user_015,burger,1731196800
user_015,sandwich,1731196800
user_016,salad,1731283200
user_016,soup,1731283200
user_017,cereal,1731369600
user_017,yogurt,1731369600
user_017,honey,1731369600
user_018,jam,1731456000
user_018,sauce,1731456000
user_019,spice,1731542400
user_019,herb,1731542400
user_019,lemon,1731542400
user_020,strawberry,1731628800
user_020,blueberry,1731628800
user_021,pineapple,1731715200
user_021,mango,1731715200
user_021,avocado,1731715200
user_022,spinach,1731801600
user_022,broccoli,1731801600
user_023,corn,1731888000
user_023,bean,1731888000
user_023,pea,1731888000
user_024,mushroom,1731974400
user_024,garlic,1731974400
user_025,ginger,1732060800
user_025,mint,1732060800
user_025,shampoo,1732060800
user_026,soap,1732147200
user_026,toothpaste,1732147200
user_027,tissue,1732233600
user_027,towel,1732233600
user_027,detergent,1732233600
user_028,bleach,1732320000
user_028,cleaner,1732320000
user_029,brush,1732406400
user_029,sponge,1732406400
user_029,plate,1732406400
user_030,cup,1732492800
user_030,bowl,1732492800
user_001,fork,1732579200
user_001,knife,1732579200
user_001,spoon,1732579200
user_002,glass,1732665600
user_002,bottle,1732665600
user_003,bag,1732752000
user_003,box,1732752000
user_003,can,1732752000
user_004,jar,1732838400
user_004,container,1732838400
user_005,fish,1732924800
user_005,potato,1732924800
user_005,carrot,1732924800
user_006,coffee,1733011200
user_006,tea,1733011200
user_007,milk,1733097600
user_007,bread,1733097600
user_007,cheese,1733097600
user_008,apple,1733184000
user_008,banana,1733184000
user_009,orange,1733270400
user_009,grape,1733270400
user_009,chicken,1733270400
user_010,beef,1733356800
user_010,rice,1733356800
user_011,pasta,1733443200
user_011,noodles,1733443200
user_011,tomato,1733443200
user_012,onion,1733529600
user_012,sugar,1733529600
user_013,salt,1733616000
user_013,pepper,1733616000
user_013,oil,1733616000
user_013,butter,1733616000
user_014,egg,1733702400
user_014,flour,1733702400
user_015,water,1733788800
user_015,juice,1733788800
user_015,soda,1733788800
user_016,beer,1733875200
user_016,wine,1733875200
user_017,chocolate,1733961600
user_017,candy,1733961600
user_017,cookie,1733961600
user_018,cake,1734048000
user_018,pizza,1734048000
user_019,burger,1734134400
user_019,sandwich,1734134400
user_019,salad,1734134400
user_020,soup,1734220800
user_020,cereal,1734220800
user_021,yogurt,1734307200
user_021,honey,1734307200
user_021,jam,1734307200
user_022,sauce,1734393600
user_022,spice,1734393600
user_023,herb,1734480000
user_023,lemon,1734480000
user_023,strawberry,1734480000
user_024,blueberry,1734566400
user_024,pineapple,1734566400
user_025,mango,1734652800
user_025,avocado,1734652800
user_025,spinach,1734652800
user_026,broccoli,1734739200
user_026,corn,1734739200
user_027,bean,1734825600
user_027,pea,1734825600
user_027,mushroom,1734825600
user_028,garlic,1734912000
user_028,ginger,1734912000
user_029,mint,1734998400
user_029,shampoo,1734998400
user_029,soap,1734998400
user_030,toothpaste,1735084800
user_030,tissue,1735084800
user_010,pepper,1705328385
user_010,garlic,1705328385
user_010,grape,1705328385
user_010,tomato,1705328385
user_020,spoon,1719241307
user_020,milk,1719241307
user_020,tissue,1719241307
user_019,bottle,1718543361
user_019,brush,1718543361
user_019,corn,1718543361
user_006,onion,1717253078
user_006,potato,1717253078
user_005,butter,1716646511
user_005,tissue,1716646511
user_016,blueberry,1732036264
user_016,knife,1732036264
user_009,water,1721036025
user_009,strawberry,1721036025
user_009,beef,1721036025
user_009,banana,1721036025
user_002,chicken,1723471804
user_002,egg,1723471804
user_009,towel,1713972273
user_009,bottle,1713972273
user_028,jar,1707492272
user_028,chicken,1707492272
user_028,tomato,1707492272
user_028,bottle,1707492272
user_026,sauce,1719383304
user_026,detergent,1719383304
user_026,bean,1719383304
user_026,egg,1719383304
user_028,honey,1708274001
user_028,banana,1708274001
user_019,grape,1733441448
user_019,water,1733441448
user_019,spoon,1733441448
user_018,carrot,1706395391
user_018,cereal,1706395391
user_018,soap,1706395391
user_018,orange,1706395391
user_014,ginger,1728032195
user_014,spinach,1728032195
user_025,lemon,1724229913
user_025,sugar,1724229913
user_003,oil,1725676234
user_003,cup,1725676234
user_003,yogurt,1725676234
user_003,onion,1725676234
user_018,bean,1727189641
user_018,fork,1727189641
user_018,cheese,1727189641
user_001,potato,1708952784
user_001,sugar,1708952784
user_001,potato,1728683574
user_001,bleach,1728683574
user_001,soap,1728683574
user_030,mushroom,1712724928
user_030,spice,1712724928
user_030,blueberry,1712724928
user_030,pasta,1712724928
user_002,beer,1727937778
user_002,mango,1727937778
user_022,mango,1710543968
user_022,burger,1710543968
user_022,knife,1710543968
user_022,fork,1710543968
user_030,pineapple,1717748587
user_030,herb,1717748587
user_030,banana,1717748587
user_018,juice,1710269363
user_018,banana,1710269363
user_008,chocolate,1726504602
user_008,herb,1726504602
user_008,juice,1726504602
user_007,blueberry,1730093031
user_007,chocolate,1730093031
user_007,chicken,1730093031
user_017,tomato,1719413389
user_017,bread,1719413389
user_018,tissue,1704831505
user_018,toothpaste,1704831505
user_018,carrot,1704831505
user_018,bowl,1704831505
user_009,sugar,1715629703
user_009,pea,1715629703
user_013,cake,1729677697
user_013,coffee,1729677697
user_023,potato,1707672201
user_023,plate,1707672201
user_014,strawberry,1724920607
user_014,broccoli,1724920607
user_001,strawberry,1707574841
user_001,carrot,1707574841
user_011,bleach,1715053454
user_011,salt,1715053454
user_011,cleaner,1715053454
user_005,cake,1723350283
user_005,soda,1723350283
user_005,cookie,1723350283
user_005,apple,1723350283
user_009,sandwich,1707079445
user_009,can,1707079445
user_009,fish,1707079445
user_023,pepper,1720199403
user_023,honey,1720199403
user_023,chocolate,1720199403
user_024,ginger,1704370050
user_024,box,1704370050
user_010,bean,1709078953
user_010,cereal,1709078953
user_010,mint,1709078953
user_010,yogurt,1709078953
user_025,brush,1734644136
user_025,shampoo,1734644136
user_025,glass,1734644136
user_025,broccoli,1734644136
user_014,cup,1728321565
user_014,fish,1728321565
user_014,wine,1728321565
user_014,glass,1728321565
user_023,oil,1735264489
user_023,spoon,1735264489
user_023,bread,1735264489
user_023,can,1735264489
user_026,pasta,1707664322
user_026,jar,1707664322
user_026,candy,1707664322
user_026,juice,1707664322
user_020,towel,1710659875
user_020,chicken,1710659875
user_020,pizza,1710659875
user_020,egg,1710659875
user_015,cereal,1720343146
user_015,beef,1720343146
user_015,spice,1720343146
user_015,sandwich,1719416962
user_015,soap,1719416962
user_015,salt,1719416962
user_015,carrot,1719416962
user_011,sauce,1731024304
user_011,orange,1731024304
user_011,tomato,1731024304
user_013,pea,1730322090
user_013,jam,1730322090
user_013,yogurt,1730322090
user_013,beer,1730322090
user_026,water,1711974762
user_026,grape,1711974762
user_026,cereal,1711974762
user_008,noodles,1718615203
user_008,detergent,1718615203
user_008,box,1718615203
user_008,banana,1718615203
user_010,oil,1710125533
user_010,wine,1710125533
user_006,can,1708736256
user_006,fork,1708736256
user_006,toothpaste,1708736256
user_006,juice,1708736256
user_029,blueberry,1712790625
user_029,detergent,1712790625
user_029,water,1712790625
user_027,tissue,1712580823
user_027,orange,1712580823
user_004,yogurt,1708521788
user_004,toothpaste,1708521788
user_004,pizza,1708521788
user_005,towel,1707245125
user_005,pineapple,1707245125
user_005,banana,1707245125
user_005,strawberry,1707245125
user_015,mushroom,1723351169
user_015,sponge,1723351169
user_015,ginger,1723351169
user_015,cleaner,1723351169
user_004,shampoo,1725787659
user_004,mint,1725787659
user_003,onion,1731492718
user_003,beer,1731492718
user_003,pea,1731492718
user_003,cleaner,1727489950
user_003,broccoli,1727489950
user_003,mint,1727489950
user_003,pepper,1727489950
user_012,rice,1710283073
user_012,burger,1710283073
user_030,pasta,1715142668
user_030,sponge,1715142668
user_011,milk,1732054274
user_011,bag,1732054274
user_007,potato,1715993834
user_007,spinach,1715993834
user_007,garlic,1715993834
user_001,rice,1706015597
user_001,chocolate,1706015597
user_001,onion,1706015597
user_001,soda,1706015597
user_007,apple,1724637580
